107100004731	,三八新村,3室1厅,90平米,2800
107100553824	,海尚康庭,2室1厅,73平米,3800
107100473810	,布鲁斯小镇(公寓),2室2厅,96平米,1300
107002527466	,云帆花苑,3室2厅,120平米,2800
107100499789	,达城家园,1室1厅,54平米,3200
107100468118	,祝和苑,2室2厅,84平米,2000
107100503126	,昱龙家园,2室2厅,73平米,2500
107100503083	,博佳花园,2室2厅,98平米,2800
107100507719	,思凡南苑,2室2厅,84平米,2800
107100507878	,天健萃园,3室2厅,102平米,2600
107100479959	,潍坊九村,1室1厅,34平米,3800
107100476149	,芳雅苑,1室0厅,28平米,3000
107100497171	,罗山一村,1室1厅,50平米,3900
107100466518	,施湾家园,3室2厅,108平米,3600
107100462149	,繁荣安居,2室2厅,90平米,3200
107100468542	,思凡花苑六街坊,3室2厅,98平米,3500
107100488835	,思凡花苑三街坊,2室1厅,74平米,2300
107100494237	,锦福苑,3室1厅,86平米,3800
107100483901	,桃园新城中虹佳园,3室2厅,103平米,2500
107100451744	,丝庐雅苑(公寓),2室2厅,88平米,1500
107100492004	,海曲雅苑,2室2厅,84平米,3200
107100498881	,临沂八村,1室0厅,36平米,3500
107100461145	,艺泰安邦,3室2厅,137平米,3800
107100471125	,金利公寓,1室1厅,51平米,3800
107100368382	,新建路82弄(浦东),2室1厅,96平米,2499
107100445068	,千汇苑一村,3室2厅,106平米,3200
107100505126	,祝安苑,3室2厅,125平米,3500
107100498037	,靖海苑(公寓),3室2厅,110平米,3000
107100476335	,康桥宝邸,2室2厅,80平米,3800
107100477398	,东都小区,2室1厅,47平米,3200
107100479885	,艺泰安邦,2室1厅,92平米,2500
107100474554	,东方城市豪庭,2室2厅,105平米,2000
107100469813	,中洲里程,3室1厅,95平米,3500
107100480320	,云帆佳苑,2室1厅,59平米,1500
107100481785	,千汇苑,2室2厅,82平米,1600
107100488726	,鑫港苑,2室2厅,86平米,3700
107100493234	,水上新村(浦东),2室1厅,50平米,1500
107100487086	,新舒苑,2室1厅,81平米,1600
107100490373	,龙源星城,2室1厅,104平米,2700
107100493303	,祝安苑,2室1厅,65平米,2300
107100498882	,海三小区,1室1厅,31平米,3800
107100467471	,云树仁居,2室2厅,81平米,1000
107100492407	,中洲珑悦,3室2厅,135平米,2000
107100484164	,民乐城汇雅苑,3室1厅,84平米,1600
107100509314	,绿地峰汇,4室2厅,65平米,2700
SH0004808279	,保集澜湾(公寓),4室1厅,16平米,1730
107100469952	,民乐城文竹苑,2室1厅,77平米,1000
107100485255	,博佳花园,3室2厅,122平米,3200
107100482059	,鹤沙航城东茗苑,2室1厅,61平米,2500
107100480498	,听潮六村,2室2厅,81平米,2000
107100493982	,晨阳小区,2室1厅,74平米,2800
107100451793	,桃园新城中城苑,2室1厅,71平米,3000
107100459134	,汇枫公寓,1室1厅,56平米,2300
107100468833	,浦建小区,1室1厅,39平米,3500
107100476885	,上炼一村,1室0厅,33平米,2300
107100484645	,祝和苑,3室2厅,126平米,3200
107002387146	,绿地东岸涟城,2室2厅,201平米,3800
107002562434	,市场路75弄,2室1厅,67平米,3800
107002542818	,欣松苑,3室2厅,136平米,2800
107002170472	,汇锦城三期,3室1厅,91平米,1600
107001932060	,艺泰安邦,3室2厅,137平米,3600
107001943626	,中洲珑悦,3室2厅,135平米,1700
107100115764	,中洲里程,3室2厅,89平米,2000
107100216230	,丝庐雅苑(公寓),2室2厅,88平米,1800
107000684874	,文化新村(惠南),3室1厅,91平米,2100
107001987972	,沈默花苑,1室1厅,42平米,3600
107001002030	,东城花苑二村一区,3室2厅,127平米,3200
107002387844	,东亚启航公馆,2室1厅,79平米,2200
107002401960	,安阁苑,2室1厅,71平米,2700
107002119204	,瑞和苑,2室1厅,75平米,3000
107002371968	,东亚启航公馆,2室1厅,79平米,1900
107002538290	,布鲁斯小镇(公寓),3室2厅,114平米,1899
107002112720	,丽水雅苑,2室1厅,69平米,1700
107002292590	,布鲁斯小镇(别墅),3室2厅,142平米,2500
107100525670	,赵沟浜小区,2室1厅,52平米,2700
107100549608	,天环苑,3室2厅,106平米,3500
107100516373	,布鲁斯小镇(公寓),3室2厅,98平米,2800
SH0005492662	,锦绣华庭,4室1厅,10平米,2390
SH0005494571	,微山三村,3室1厅,12平米,2690
SH0005496266	,阳光花城,4室1厅,12平米,2860
107100536364	,微山新村,1室1厅,31平米,3800
107001111974	,海洲桃花园,3室1厅,83平米,2500
107100495638	,长泰东郊御园(公寓),2室2厅,85平米,2000
107100149354	,长达佳苑宜居尚城,4室1厅,124平米,2600
107100536198	,荡湾新村,2室1厅,53平米,1800
107001320422	,云帆雅苑,2室1厅,84平米,1600
107100468043	,玉泉街79号,1室1厅,36平米,3600
SH0005493528	,金光小区,3室1厅,14平米,2290
SH0003997378	,宝佳苑,3室1厅,9平米,1630
SH0005206264	,锦河苑,6室1厅,16平米,2290
107002249696	,听潮五村,2室1厅,70平米,1800
107100223639	,乾耀东港,2室2厅,88平米,2000
SH0005490904	,芳雅苑,3室1厅,14平米,2590
107100528577	,东三里桥路178号,1室0厅,31平米,3200
107100267927	,桃园新村(航头)(公寓),2室1厅,82平米,3000
107100550462	,宜浩佳园,1室2厅,76平米,1700
107100478109	,东方城市豪庭,1室2厅,75平米,1200
SH0005373123	,绿地御桥苑,3室1厅,9平米,1660
107100551981	,中洲里程,3室2厅,116平米,2000
107100551720	,临沂三村,1室1厅,37平米,3500
107100473272	,杨高南路2877弄,1室1厅,75平米,3800
107100522115	,海洲桃花园,3室2厅,89平米,2300
107100513458	,海洲桃花园,3室2厅,80平米,3800
107100551758	,古佳苑,3室2厅,127平米,2000
107100544809	,白杨小区,1室1厅,49平米,3300
107100547294	,汇福家园祥和里,2室1厅,88平米,3500
107100479107	,西北新村,2室1厅,51平米,1600
SH0004951975	,仁恒家园,4室1厅,17平米,2230
107100458613	,禹洲商业广场,1室1厅,56平米,2100
107100459861	,荡湾新村,2室1厅,57平米,2000
107100549584	,芳雅苑,1室1厅,33平米,3900
SH0004919694	,保集澜湾(公寓),4室1厅,8平米,2060
107100414557	,龙源星城,2室1厅,104平米,2300
107100065743	,中金海棠湾(公寓),3室2厅,119平米,3500
107100402031	,海洲桃花园,3室2厅,111平米,3500
107100486848	,海鑫苑,2室1厅,50平米,2200
107100314078	,海鑫苑,2室2厅,80平米,2700
107100429560	,长泰东郊御园(公寓),2室2厅,86平米,2200
107100550731	,南华城,2室1厅,80平米,3500
107100547503	,惠益新苑,1室1厅,58平米,1000
107100423949	,荡湾新村,2室1厅,53平米,2200
107100554955	,天和湖滨家园(公寓),2室2厅,95平米,3200
107100000242	,海洲桃花园,2室1厅,80平米,2000
107100042000	,海洲桃花园,2室1厅,77平米,2000
107100549366	,微山三村,2室1厅,50平米,3800
107001900608	,长达佳苑宜居尚城,3室2厅,126平米,2500
107100039269	,长达佳苑宜居尚城,2室2厅,83平米,2800
107100539016	,万达广场(周浦),1室1厅,55平米,3200
107100548560	,鑫唐绿波庭,2室1厅,76平米,2000
107100523311	,万达广场(周浦),1室1厅,43平米,2700
SH0005168941	,芳芯路251弄,3室1厅,13平米,2490
107100201695	,荷风华庭,3室2厅,100平米,1800
107100288758	,海洲桃花园,2室2厅,86平米,2000
107100537107	,万达广场(周浦),1室1厅,56平米,2800
107001909250	,东升家园(三期),2室2厅,94平米,2300
107100504467	,云帆花苑,2室1厅,82平米,1200
SH0004811313	,万嘉欣苑,3室1厅,11平米,1730
SH0004811312	,万嘉欣苑,3室1厅,10平米,1590
107100518142	,丽水雅苑北苑,2室1厅,67平米,1600
107100507385	,绿地景汇佳苑,2室2厅,96平米,3600
107100292208	,红光花苑,2室2厅,81平米,2800
107100319157	,成功家园(公寓),3室2厅,134平米,1500
107100455779	,桃园新城中城苑,2室1厅,71平米,2700
107100418763	,鹏润伊顿公馆,3室2厅,87平米,3300
107100483175	,东建新村,1室0厅,27平米,3800
107100445402	,绿地峰汇,2室1厅,52平米,2500
107100456582	,天和湖滨家园(公寓),3室2厅,120平米,3000
107100459403	,浦东南路2054弄,1室1厅,40平米,3600
107002253340	,民乐城秀园(西苑),2室1厅,72平米,1000
107100506525	,合欢公寓,1室1厅,69平米,3700
107100534817	,听潮五村,2室1厅,64平米,2000
107100537545	,达城家园,2室2厅,77平米,3800
107100571267	,海尚康庭,2室1厅,74平米,3800
107100575737	,昌四小区,1室1厅,45平米,3000
107100572676	,上钢五村,1室1厅,37平米,3200
SH0005536296	,金海华城华美新苑,3室1厅,11平米,1630
107002380590	,丽泽荷亭苑,3室2厅,122平米,1200
107100574780	,桃园新城中虹佳园,1室1厅,51平米,2400
SH0005519934	,阳光花城,4室1厅,12平米,2790
107100563851	,天和湖滨家园(公寓),3室2厅,120平米,3100
107100546676	,海尚乐苑,1室1厅,53平米,3300
107100499600	,博佳花园,3室2厅,125平米,2500
107001954364	,东城花苑二村,3室2厅,140平米,2800
107100563028	,银凤小区,1室1厅,72平米,2300
SH0005502508	,荣城花苑,4室1厅,10平米,2890
107100546288	,万科清林径,3室2厅,98平米,3800
107100561147	,美林小城,3室1厅,92平米,3000
SH0005372255	,申立苑,4室1厅,13平米,2890
SH0005496265	,阳光花城,4室1厅,15平米,3930
107100557117	,沪东新村,1室1厅,60平米,3600
SH0005505517	,尚海郦景,5室1厅,16平米,3930
107100557768	,晨阳小区,2室1厅,74平米,2900
SH0005500304	,阳光苑,3室1厅,7平米,1830
107100327330	,桃源艺筑,2室2厅,90平米,3300
107100543759	,王桥街41弄,2室1厅,74平米,3000
107100559923	,乐源城,1室1厅,54平米,1900
107100559705	,峨山路600-606号(双),1室1厅,30平米,3200
107100513746	,海曲雅苑,3室2厅,111平米,2000
107100473352	,新高苑(一至三期),1室1厅,49平米,2400
107002411592	,云树雅居,2室2厅,82平米,1500
107100403200	,听潮二村,2室1厅,83平米,1900
107100563592	,昌七小区,1室1厅,46平米,3800
107100555935	,汇福家园平安里,2室2厅,76平米,3500
107100325340	,云松景庭,2室2厅,103平米,2000
107100564386	,东方冠郡,2室2厅,99平米,1800
SH0005507721	,梅园四街坊,3室1厅,15平米,3260
107100544449	,果园一村,2室1厅,94平米,3800
107100494684	,川南奉公路3424弄,3室2厅,105平米,3000
107100563121	,浦发绿城,1室1厅,75平米,3800
107100561326	,环庆新苑,1室1厅,49平米,2500
107100559711	,万达广场(周浦),1室0厅,55平米,3100
107100563185	,千汇苑四村,2室1厅,80平米,2500
107100563803	,乐源城C区,2室1厅,87平米,2800
107100564810	,泾东小区,1室1厅,44平米,3800
107100523804	,海汇清波苑,2室1厅,82平米,1600
107100357991	,祝康南苑,3室2厅,125平米,2000
107100525299	,绿地康桥新苑,1室1厅,54平米,3700
SH0004812249	,星纳家园,3室1厅,7平米,1360
107100531321	,赵沟浜小区,1室1厅,52平米,3200
SH0004870610	,荣城花苑,3室1厅,11平米,2860
107100521279	,绿川小区,1室1厅,49平米,3000
107100522618	,思凡花苑一街坊,2室1厅,74平米,2800
SH0004865152	,金领国际(公寓),3室1厅,10平米,1690
107100516254	,千汇苑四村,2室1厅,63平米,2100
107100513912	,南杨小区(长清路),1室1厅,41平米,2500
SH0004811321	,万嘉欣苑,4室1厅,14平米,1690
107100534786	,碧桂园浦东南郡,3室2厅,138平米,3800
107100533254	,城西小区,1室1厅,40平米,2400
107100537737	,杨镇新村,1室1厅,51平米,3500
107100540531	,济阳二村,1室1厅,44平米,3800
107002344308	,丽泽荷亭苑,2室1厅,80平米,1800
107100541040	,思凡馨苑,2室1厅,64平米,2400
107100466522	,云松翠庭,2室2厅,81平米,1800
SH0004894067	,青厦小区,3室1厅,10平米,2060
107100523273	,金湾佳园,2室2厅,105平米,2900
SH0005510517	,高行绿洲(六期),1室1厅,55平米,3990
107100561969	,鹏润伊顿公馆,2室1厅,88平米,1500
107100570156	,金桥路226弄,1室1厅,32平米,2900
107100455014	,鹏润伊顿公馆,2室2厅,86平米,2600
107100485600	,绿地康桥新苑,2室2厅,77平米,3800
107100554369	,梓潼新村,2室1厅,56平米,2600
107100561249	,荡湾新村,2室1厅,53平米,1400
107100384658	,云汉富颐苑,3室2厅,100平米,1800
107100545593	,印象春城,2室2厅,89平米,3400
SH0005514850	,仕嘉名苑,5室1厅,8平米,2590
SH0005496587	,弘扬沁园,4室1厅,13平米,2560
107100063380	,阳光城丽景湾PLUS,2室2厅,89平米,3300
107100367328	,东城华都,3室2厅,119平米,3000
107100369242	,清风佳苑,1室1厅,59平米,1000
SH0005017124	,瑞达苑,4室1厅,8平米,2290
107100560102	,万达广场(周浦),1室0厅,43平米,2800
SH0004948173	,阳光花城,3室1厅,15平米,3630
SH0005502191	,涵合园(公寓),3室1厅,14平米,3190
107100157382	,听潮二村,3室1厅,81平米,1800
107100561315	,梅园二街坊,1室1厅,33平米,3800
107100550279	,塘桥小区,1室1厅,30平米,3200
SH0004924818	,保集澜湾(公寓),4室1厅,8平米,1760
107100386779	,繁荣馨苑,2室2厅,85平米,3000
107002350202	,惠益新苑,2室2厅,78平米,1200
107100521672	,瑞和苑,1室2厅,54平米,2700
107100518869	,城南居委小区,2室1厅,51平米,2700
107100542162	,祝和苑,3室2厅,139平米,2600
107100348381	,凌港城,1室1厅,58平米,1800
107100543750	,新高苑(一至三期),1室1厅,51平米,2500
107002132862	,泥城苑,2室1厅,96平米,1800
107100566144	,柳博小区(柳一小区),1室1厅,42平米,3500
SH0005518084	,宜嘉苑,3室1厅,10平米,1890
107100448964	,古春苑,2室1厅,89平米,1800
SH0005517921	,香樟苑(浦东),3室1厅,15平米,2090
107100536113	,惠康苑西苑,1室1厅,59平米,1700
107100226083	,东城花苑二村,3室2厅,132平米,2500
107100560831	,民乐城汇雅苑,2室1厅,79平米,1900
107100551159	,幸福小镇(公寓),1室1厅,54平米,3800
107100555166	,城南居委小区,2室0厅,47平米,3000
107100054965	,惠丰园小区,2室2厅,104平米,3000
107100508304	,康桥宝邸,1室1厅,60平米,2200
107100542059	,千汇苑四村,2室1厅,63平米,2000
SH0005509529	,紫翠苑,4室1厅,9平米,1530
107100373632	,绿地云悦坊,1室1厅,51平米,3600
107100272746	,远洋万和四季,3室1厅,97平米,1700
SH0005530121	,中邦城市,4室1厅,13平米,2230
SH0005517251	,金盛佳苑,3室1厅,10平米,1960
107100473384	,汇锦城二期,2室2厅,84平米,3200
107100543487	,富特五村,1室1厅,45平米,3200
107100469517	,荣成路17弄,1室0厅,34平米,3100
107100540028	,潼港二村,2室1厅,66平米,3500
SH0004908402	,鑫港苑,4室1厅,10平米,1530
107100368369	,果园二村,2室2厅,95平米,3800
107100339910	,丽都华庭,2室2厅,88平米,1000
SH0004914642	,中大丽都,4室1厅,14平米,2290
107002541638	,民乐城秀园(西苑),3室1厅,86平米,2300
107100454428	,曙光南桥小区,2室1厅,68平米,3500
107100534822	,鹤沙航城东茗苑,2室1厅,78平米,2300
107100540671	,彩虹雅苑,1室1厅,56平米,2000
107100200186	,万达广场(周浦),1室1厅,55平米,3200
107100495636	,汇枫公寓,2室1厅,75平米,3500
107100544780	,朗诗未来树,3室2厅,78平米,3100
107100543135	,昌四小区,1室1厅,36平米,3600
107100541169	,祝和苑,3室2厅,104平米,1800
107100540111	,龙源星城,3室2厅,104平米,3500
107100156538	,龙源星城,2室1厅,104平米,1600
107100497389	,人生港湾南欧城,2室2厅,87平米,3500
107100517122	,荡湾新村,2室1厅,57平米,1700
107100279268	,丝庐雅苑(公寓),1室1厅,73平米,1600
107100504107	,德州四村,1室1厅,30平米,3500
107100563746	,航城园,3室2厅,116平米,3600
107100472949	,海通新村,2室1厅,115平米,3000
107100568137	,东城花苑一村,1室2厅,79平米,2800
SH0005525038	,汇福家园健康里,3室1厅,13平米,1330
107100541451	,祝苑公寓,2室2厅,98平米,2500
107100554867	,西南新村,3室1厅,68平米,1700
107100560269	,昱龙家园,2室1厅,81平米,3500
107100559107	,布鲁斯小镇(公寓),3室2厅,101平米,2800
107100565178	,达城家园,2室2厅,78平米,3300
SH0005508555	,锦绣天第花园,4室1厅,9平米,2390
107100562593	,瑞和苑,2室1厅,75平米,3100
107100564894	,海尚康庭,2室2厅,75平米,3600
107100569446	,潍坊六村,1室1厅,32平米,3800
107002292748	,恒纬家苑,2室2厅,80平米,1700
107100506431	,晨阳小区,2室1厅,76平米,3500
107002054202	,绿地峰汇,2室2厅,52平米,3000
107100558182	,妙栏路392弄,2室1厅,68平米,3500
107100518259	,舜川公寓,1室1厅,61平米,2200
107100568636	,绿川新苑,1室1厅,50平米,3500
107100569742	,天健萃园,2室2厅,75平米,2000
107100558291	,南郊花园(公寓),1室1厅,50平米,2900
107100531949	,曙光东苑,1室2厅,60平米,2600
107100412766	,华盛新村,3室1厅,97平米,3000
SH0005493606	,金利公寓,3室1厅,13平米,2260
107100567908	,汇福家园健康里,2室2厅,84平米,3500
SH0005529882	,金桥湾清水苑,3室1厅,11平米,2460
107100552188	,达城家园,2室2厅,79平米,3800
SH0005536278	,金领国际(公寓),3室1厅,9平米,1930
107100450911	,荷风景庭,2室2厅,81平米,1600
107100422928	,申波苑,1室1厅,33平米,2900
107100531201	,富康苑,2室1厅,72平米,3800
107002062308	,德盈佳园,2室2厅,91平米,1300
107001698690	,上南十村,1室1厅,45平米,2900
107002382090	,东亚启航公馆,2室1厅,79平米,2000
107002567096	,禹洲商业广场,1室1厅,56平米,2400
107002453340	,盛和小区,3室2厅,133平米,3100
107100474976	,祝安苑,3室2厅,128平米,2200
107100367109	,桃源艺筑,2室1厅,90平米,2400
107100383817	,东南三村,2室1厅,61平米,3000
107100385005	,艺泰安邦,2室1厅,91平米,1300
107100369446	,鑫唐绿波庭,1室1厅,58平米,1800
107100376471	,绿地峰汇,2室1厅,45平米,2000
107100388897	,汇锦城二期,3室2厅,90平米,3500
107100400562	,汇锦城二期,3室2厅,122平米,2000
107100427749	,华钜御庭(一期),3室1厅,90平米,2800
107100444665	,朗诗未来树,3室1厅,89平米,3200
107100444087	,康桥宝邸,2室2厅,74平米,2600
107100440067	,城南居委小区,2室1厅,67平米,3200
107100441706	,繁新苑,3室2厅,161平米,3500
107100449046	,万科清林径,3室2厅,98平米,3700
107100456962	,金领国际(公寓),2室1厅,88平米,3900
107100461879	,兴东佳苑(一期),3室2厅,122平米,3800
107100403746	,浦煤新村,1室0厅,33平米,2800
107100402891	,绿地峰汇,2室1厅,36平米,1900
107100416058	,汇丽苑,2室2厅,79平米,3200
107100423976	,远洋万和四季,3室1厅,100平米,2600
107100474608	,千汇苑一村,3室2厅,104平米,2000
107100238711	,汇锦城二期,3室2厅,91平米,2400
107100225201	,荡湾新村,2室1厅,53平米,1500
107100241634	,祝安苑,2室2厅,86平米,2400
107100270321	,保利金色唐城,2室2厅,81平米,3650
107100447094	,艺泰安邦,3室2厅,148平米,3100
107100316429	,晨阳小区,3室1厅,100平米,3500
107100466036	,东港花苑三村,2室2厅,100平米,2500
107100485246	,桃源艺筑,3室2厅,115平米,3800
107100439465	,鹏润伊顿公馆,2室1厅,78平米,2900
107100485853	,天环苑,3室2厅,108平米,2500
107100486264	,康桥月苑,2室1厅,78平米,3500
107100332497	,芳华路673弄,1室1厅,36平米,3600
SH0005546181	,地杰国际城D街坊,3室1厅,13平米,1830
SH0005501198	,吉云公寓,2室1厅,14平米,2460
SH0005547991	,海联大厦,4室1厅,10平米,3160
SH0004908054	,东方滨港园,3室1厅,12平米,1790
SH0004885676	,鼎鑫名流世家,4室1厅,10平米,1730
SH0004918215	,陆家嘴锦绣里,4室1厅,7平米,1730
SH0005508451	,陆家嘴锦绣里,4室1厅,7平米,1730
SH0005500390	,晴川佳苑,3室1厅,11平米,1730
SH0004925655	,中海御景熙岸(公寓),3室1厅,10平米,1730
107100498526	,云树欣居,4室2厅,162平米,2500
SH0005554634	,三林世博家园(板泉路2000弄),3室1厅,8平米,1630
SH0005554633	,三林世博家园(板泉路2000弄),3室1厅,15平米,1990
SH0005554635	,三林世博家园(板泉路2000弄),3室1厅,13平米,2190
SH0005546370	,地杰国际城D街坊,3室1厅,11平米,1890
SH0005527581	,大华锦绣华城(十二街区),4室1厅,11平米,2160
107100472167	,清风雅苑,1室1厅,64平米,1800
107100573386	,龙威茗庭,2室1厅,99平米,3800
SH0004832894	,第九城市(二期),4室1厅,9平米,2560
SH0005358995	,景泰嘉苑,5室1厅,13平米,1890
SH0005524366	,东陆锦悦苑,3室1厅,10平米,1960
SH0005524472	,万科新里程,4室1厅,11平米,2190
SH0005524473	,万科新里程,4室1厅,10平米,1990
SH0005556316	,顺馨佳园,3室1厅,14平米,1790
SH0005556317	,顺馨佳园,3室1厅,10平米,1590
SH0005556318	,顺馨佳园,3室1厅,11平米,1930
SH0004814718	,龙博公寓,3室1厅,12平米,2260
SH0004814716	,龙博公寓,3室1厅,11平米,1960
SH0005507078	,碧云新天地(二期),5室1厅,8平米,2090
SH0005514107	,锦华花园,4室1厅,11平米,2060
107100427624	,惠益新苑,2室1厅,79平米,2500
107100468006	,东城花苑一村,2室1厅,80平米,2500
107100560018	,城南居委小区,2室1厅,54平米,3250
107100431763	,禹洲商业广场,1室1厅,56平米,2300
107100457146	,惠康苑东苑,1室1厅,59平米,1800
107100577683	,明天华城,2室2厅,73平米,3000
107100525345	,东方城市豪庭,3室1厅,98平米,3300
107100387391	,万馨佳园,1室1厅,55平米,3200
107100507416	,汇福家园安康里(东区),2室1厅,78平米,2500
107100445287	,禹洲商业广场,1室1厅,58平米,2500
107100435487	,卫东新村,2室0厅,40平米,3900
107100568978	,朱家门小区,1室1厅,43平米,3500
107100391768	,中洲珑悦,3室2厅,120平米,3000
107100005866	,天和湖滨家园(公寓),2室2厅,97平米,2200
107100527188	,东陆新村三街坊,1室1厅,42平米,3500
107100451979	,德盈佳园,3室2厅,111平米,2000
107002512198	,远洋万和四季,3室2厅,100平米,3500
107100500639	,远洋万和四季,3室2厅,120平米,3000
107100529238	,海尚康庭,1室2厅,59平米,2900
107100551404	,天和湖滨家园(公寓),2室2厅,93平米,3000
107100515554	,潼港八村,2室1厅,71平米,3600
SH0003680664	,宜嘉苑,6室1厅,13平米,2260
SH0005546492	,银丰苑,3室1厅,13平米,2190
107100558420	,朗诗未来树,1室1厅,55平米,1900
107100560769	,临沂一村,1室1厅,38平米,3500
107100579368	,潍坊四村,1室0厅,33平米,3800
107100374417	,远洋万和四季,3室2厅,90平米,2100
SH0005556011	,春江花悦园,4室1厅,13平米,2490
SH0005555998	,金领国际(公寓),3室1厅,13平米,1830
107100571479	,川北小区,1室1厅,29平米,3000
SH0005541337	,海桐苑,3室1厅,13平米,3290
107100276941	,东都小区,1室1厅,33平米,2500
107100569921	,布鲁斯小镇(公寓),2室2厅,119平米,3500
107100471216	,云帆佳苑,3室2厅,104平米,1800
SH0004812926	,中海御景熙岸(公寓),3室1厅,8平米,1790
SH0005508245	,尚海郦景,4室1厅,14平米,3730
107100155870	,荡湾新村,3室1厅,80平米,2200
107100577992	,毕加索小镇(一期)(别墅),1室2厅,345平米,2800
107100575730	,金顺佳苑,3室2厅,121平米,3000
SH0005528768	,上南一村,3室1厅,13平米,2730
SH0005555924	,极景易家,3室1厅,14平米,1990
SH0005545327	,荣城花苑,3室1厅,12平米,3060
107100576847	,天和湖滨家园(公寓),2室2厅,93平米,3800
107100578220	,瑞和苑,1室1厅,54平米,2800
SH0004176278	,品翠苑,3室1厅,13平米,2290
SH0005551783	,金桂小区,3室1厅,12平米,2630
107100532788	,翔川家园,1室1厅,54平米,3600
SH0005555739	,阳光苑,3室1厅,14平米,2190
SH0005551413	,金领国际(公寓),3室1厅,12平米,1960
SH0005553391	,崂山四村,1室1厅,30平米,3860
107100069579	,东方听潮豪园,2室2厅,89平米,3000
107100575116	,东亚启航公馆,2室1厅,79平米,1800
SH0005550915	,锦绣华庭,4室1厅,16平米,3090
107100311696	,丽都华庭,2室2厅,86平米,2100
107100576070	,艺泰安邦,2室2厅,92平米,2800
107100564812	,布鲁斯小镇(公寓),2室2厅,91平米,3600
107100556472	,百欣苑,3室2厅,55平米,2800
107100576617	,远洋万和四季,2室2厅,80平米,2800
SH0005555737	,阳光苑,3室1厅,8平米,2290
SH0005556008	,春江花悦园,4室1厅,13平米,2790
107100578592	,莲业新村,1室1厅,48平米,3500
SH0005554762	,南新东园,3室1厅,12平米,1690
SH0005556010	,春江花悦园,4室1厅,8平米,1860
SH0005555925	,极景易家,3室1厅,10平米,1790
107100513230	,申达新村,2室1厅,81平米,2400
